cross,mean,SE,sex,environ,sire,dam
P1,34.2,0.001,U,1,,
P2,18.2,0.001,U,1,,
F1,25.8,0.001,U,1,,
F2,25.2,0.001,U,1,,
BC1,33.5,0.001,U,1,3,1
BC2,27.4,0.001,U,1,2,3
