cross,mean,SE,sex,environ,sire,dam
P1,170,0.001,U,1,,
P2,125,0.001,U,1,,
F1,165,0.001,U,1,,
F2,155,0.001,U,1,,
BC1,188,0.001,U,1,3,1
BC2,162,0.001,U,1,2,3
