cross,mean,SE,sex,environ,sire,dam
P1,76.8,0.001,U,1,,
P2,26.5,0.001,U,1,,
F1,42.2,0.001,U,1,,
F2,61,0.001,U,1,,
BC1,68.3,0.001,U,1,3,1
BC2,63.9,0.001,U,1,2,3
