cross,mean,SE,sex,environ,sire,dam
P1,159,0.001,U,1,,
P2,96,0.001,U,1,,
F1,131,0.001,U,1,,
F2,144,0.001,U,1,,
BC1,150,0.001,U,1,3,1
BC2,132,0.001,U,1,2,3
