cross,mean,SE,sex,environ,sire,dam
P1,198,0.001,U,1,,
P2,161,0.001,U,1,,
F1,250,0.001,U,1,,
F2,226,0.001,U,1,,
BC1,216,0.001,U,1,3,1
BC2,202,0.001,U,1,2,3
