cross,mean,SE,sex,environ,sire,dam
P1,160,0.001,U,1,,
P2,96,0.001,U,1,,
F1,127,0.001,U,1,,
F2,148,0.001,U,1,,
BC1,150,0.001,U,1,3,1
BC2,139,0.001,U,1,2,3
