cross,mean,SE,sex,environ,sire,dam
P1,79.8,0.001,U,1,,
P2,26.5,0.001,U,1,,
F1,47,0.001,U,1,,
F2,47.1,0.001,U,1,,
BC1,63.8,0.001,U,1,3,1
BC2,51.7,0.001,U,1,2,3
