cross,mean,SE,sex,environ,sire,dam
P1,1,0.001,U,1,,
P2,29.2,0.001,U,1,,
F1,4.5,0.001,U,1,,
F2,3,0.001,U,1,,
BC1,1.2,0.001,U,1,3,1
BC2,3,0.001,U,1,2,3
