cross,mean,SE,sex,environ,sire,dam
P1,206,0.001,U,1,,
P2,125,0.001,U,1,,
F1,209,0.001,U,1,,
F2,190,0.001,U,1,,
BC1,186,0.001,U,1,3,1
BC2,180,0.001,U,1,2,3
