cross,mean,SE,sex,environ,sire,dam
P1,9.2,0.001,U,1,,
P2,3,0.001,U,1,,
F1,5.8,0.001,U,1,,
F2,6.5,0.001,U,1,,
BC1,8.2,0.001,U,1,3,1
BC2,6,0.001,U,1,2,3
