cross,mean,SE,sex,environ,sire,dam
P1,31.7,0.001,U,1,,
P2,13.2,0.001,U,1,,
F1,21.3,0.001,U,1,,
F2,20.6,0.001,U,1,,
BC1,26.2,0.001,U,1,3,1
BC2,18.6,0.001,U,1,2,3
