cross,mean,SE,sex,environ,sire,dam
P1,72,0.001,U,1,,
P2,26.5,0.001,U,1,,
F1,49.6,0.001,U,1,,
F2,55.5,0.001,U,1,,
BC1,66.4,0.001,U,1,3,1
BC2,56.4,0.001,U,1,2,3
