cross,mean,SE,sex,environ,sire,dam
P1,12.8,0.001,U,1,,
P2,10.4,0.001,U,1,,
F1,11.8,0.001,U,1,,
F2,12.7,0.001,U,1,,
BC1,12,0.001,U,1,3,1
BC2,11.6,0.001,U,1,2,3
