cross,mean,SE,sex,environ,sire,dam
P1,30.2,0.001,U,1,,
P2,18.2,0.001,U,1,,
F1,24.3,0.001,U,1,,
F2,25.8,0.001,U,1,,
BC1,27.6,0.001,U,1,3,1
BC2,23.4,0.001,U,1,2,3
