cross,mean,SE,sex,environ,sire,dam
P1,33.2,0.001,U,1,,
P2,13.2,0.001,U,1,,
F1,25.6,0.001,U,1,,
F2,25.1,0.001,U,1,,
BC1,29.4,0.001,U,1,3,1
BC2,23.3,0.001,U,1,2,3
