cross,mean,SE,sex,environ,sire,dam
P1,9.1,0.001,U,1,,
P2,2.7,0.001,U,1,,
F1,5.7,0.001,U,1,,
F2,5.2,0.001,U,1,,
BC1,8.1,0.001,U,1,3,1
BC2,4.8,0.001,U,1,2,3
