cross,mean,SE,sex,environ,sire,dam
P1,161,0.001,U,1,,
P2,96,0.001,U,1,,
F1,114,0.001,U,1,,
F2,139,0.001,U,1,,
BC1,141,0.001,U,1,3,1
BC2,145,0.001,U,1,2,3
