cross,mean,SE,sex,environ,sire,dam
P1,88,0.001,U,1,,
P2,28.4,0.001,U,1,,
F1,81.3,0.001,U,1,,
F2,62.1,0.001,U,1,,
BC1,77.1,0.001,U,1,3,1
BC2,69.3,0.001,U,1,2,3
