cross,mean,SE,sex,environ,sire,dam
P1,147,0.001,U,1,,
P2,96,0.001,U,1,,
F1,126,0.001,U,1,,
F2,130,0.001,U,1,,
BC1,137,0.001,U,1,3,1
BC2,110,0.001,U,1,2,3
