cross,mean,SE,sex,environ,sire,dam
P1,175,0.001,U,1,,
P2,161,0.001,U,1,,
F1,238,0.001,U,1,,
F2,235,0.001,U,1,,
BC1,214,0.001,U,1,3,1
BC2,226,0.001,U,1,2,3
