cross,mean,SE,sex,environ,sire,dam
P1,181,0.001,U,1,,
P2,161,0.001,U,1,,
F1,236,0.001,U,1,,
F2,209,0.001,U,1,,
BC1,240,0.001,U,1,3,1
BC2,203,0.001,U,1,2,3
