cross,mean,SE,sex,environ,sire,dam
P1,1,0.001,U,1,,
P2,34.2,0.001,U,1,,
F1,5.7,0.001,U,1,,
F2,3,0.001,U,1,,
BC1,1.2,0.001,U,1,3,1
BC2,2.6,0.001,U,1,2,3
