cross,mean,SE,sex,environ,sire,dam
P1,180,0.001,U,1,,
P2,161,0.001,U,1,,
F1,268,0.001,U,1,,
F2,203,0.001,U,1,,
BC1,212,0.001,U,1,3,1
BC2,205,0.001,U,1,2,3
