cross,mean,SE,sex,environ,sire,dam
P1,32,0.001,U,1,,
P2,13.2,0.001,U,1,,
F1,20.6,0.001,U,1,,
F2,24.6,0.001,U,1,,
BC1,26.9,0.001,U,1,3,1
BC2,26.1,0.001,U,1,2,3
